reward_case,slip_case,slip_enabled,slip_prob,seed,gamma,first_success_episode,final100_success_rate,final100_mean_episode_length,final100_mean_total_reward,final100_mean_base_total_reward,final100_mean_illegal_actions,final100_mean_illegal_pickups,final100_mean_illegal_dropoffs,final100_mean_slipped_actions,final100_mean_pickup_step,final100_mean_dropoff_after_pickup_steps
sparse_success_only_gamma1,no_slip,False,0.2,45,1.0,19,0.96,28.05,0.96,-54.24,5.15,2.62,2.53,0.0,12.791666666666666,8.09375
sparse_success_only_gamma1,no_slip,False,0.2,49,1.0,12,1.0,15.36,1.0,0.69,0.55,0.33,0.22,0.0,7.18,8.18
sparse_success_only_gamma1,no_slip,False,0.2,48,1.0,14,0.81,55.65,0.81,-164.37,13.97,7.13,6.84,0.0,13.370786516853933,12.580246913580247
sparse_success_only_gamma1,no_slip,False,0.2,47,1.0,31,0.88,48.38,0.88,-140.06,12.24,6.27,5.97,0.0,18.247191011235955,9.295454545454545
sparse_success_only_gamma1,no_slip,False,0.2,51,1.0,9,1.0,15.95,1.0,-2.69,0.86,0.47,0.39,0.0,8.0,7.95
sparse_success_only_gamma1,no_slip,False,0.2,52,1.0,24,1.0,15.83,1.0,0.04,0.57,0.21,0.36,0.0,7.2,8.63
sparse_success_only_gamma1,no_slip,False,0.2,50,1.0,32,0.96,25.43,0.96,-41.27,4.0,1.89,2.11,0.0,9.666666666666666,8.489583333333334
sparse_success_only_gamma1,no_slip,False,0.2,53,1.0,19,1.0,16.57,1.0,-4.48,0.99,0.48,0.51,0.0,8.89,7.68
sparse_success_only_gamma1,no_slip,False,0.2,56,1.0,14,1.0,14.49,1.0,3.9,0.29,0.15,0.14,0.0,6.38,8.11
sparse_success_only_gamma1,no_slip,False,0.2,54,1.0,2,1.0,15.79,1.0,-1.0,0.69,0.37,0.32,0.0,7.75,8.04
sparse_success_only_gamma1,no_slip,False,0.2,57,1.0,12,1.0,15.11,1.0,2.92,0.33,0.13,0.2,0.0,6.74,8.37
sparse_success_only_gamma1,no_slip,False,0.2,58,1.0,6,1.0,14.79,1.0,3.06,0.35,0.25,0.1,0.0,6.81,7.98
sparse_success_only_gamma1,no_slip,False,0.2,55,1.0,30,1.0,18.82,1.0,-16.09,2.03,0.85,1.18,0.0,10.63,8.19
sparse_success_only_gamma1,no_slip,False,0.2,60,1.0,6,1.0,14.66,1.0,2.92,0.38,0.16,0.22,0.0,6.77,7.89
sparse_success_only_gamma1,no_slip,False,0.2,63,1.0,39,1.0,14.55,1.0,3.57,0.32,0.18,0.14,0.0,6.69,7.86
sparse_success_only_gamma1,no_slip,False,0.2,61,1.0,14,1.0,14.27,1.0,3.76,0.33,0.19,0.14,0.0,6.49,7.78
sparse_success_only_gamma1,no_slip,False,0.2,59,1.0,22,1.0,17.45,1.0,-6.71,1.14,0.56,0.58,0.0,9.33,8.12
sparse_success_only_gamma1,no_slip,False,0.2,62,1.0,8,1.0,14.48,1.0,3.28,0.36,0.19,0.17,0.0,6.57,7.91
sparse_success_only_gamma1,no_slip,False,0.2,66,1.0,3,1.0,13.99,1.0,4.94,0.23,0.12,0.11,0.0,6.01,7.98
sparse_success_only_gamma1,no_slip,False,0.2,64,1.0,9,1.0,13.9,1.0,4.85,0.25,0.1,0.15,0.0,5.99,7.91
sparse_success_only_gamma1,no_slip,False,0.2,65,1.0,2,1.0,14.98,1.0,1.7,0.48,0.26,0.22,0.0,7.29,7.69
sparse_success_only_gamma1,no_slip,False,0.2,67,1.0,1,1.0,14.34,1.0,2.97,0.41,0.21,0.2,0.0,6.52,7.82
sparse_success_only_gamma1,no_slip,False,0.2,68,1.0,18,1.0,14.74,1.0,1.85,0.49,0.24,0.25,0.0,6.49,8.25
sparse_success_only_gamma1,no_slip,False,0.2,69,1.0,43,1.0,15.24,1.0,1.53,0.47,0.28,0.19,0.0,7.34,7.9
sparse_success_only_gamma1,no_slip,False,0.2,73,1.0,10,1.0,15.43,1.0,-0.37,0.66,0.38,0.28,0.0,7.36,8.07
sparse_success_only_gamma1,no_slip,False,0.2,77,1.0,2,1.0,15.04,1.0,2.9,0.34,0.17,0.17,0.0,7.35,7.69
sparse_success_only_gamma1,no_slip,False,0.2,72,1.0,29,1.0,17.72,1.0,-11.21,1.61,0.91,0.7,0.0,9.15,8.57
sparse_success_only_gamma1,no_slip,False,0.2,71,1.0,20,1.0,16.53,1.0,-5.43,1.1,0.49,0.61,0.0,8.4,8.13
sparse_success_only_gamma1,no_slip,False,0.2,75,1.0,13,1.0,14.5,1.0,3.53,0.33,0.21,0.12,0.0,6.46,8.04
sparse_success_only_gamma1,no_slip,False,0.2,70,1.0,40,0.93,31.03,0.93,-67.84,6.26,2.85,3.41,0.0,11.851063829787234,8.408602150537634
sparse_success_only_gamma1,no_slip,False,0.2,76,1.0,12,1.0,14.87,1.0,2.17,0.44,0.25,0.19,0.0,6.69,8.18
sparse_success_only_gamma1,no_slip,False,0.2,74,1.0,13,0.98,25.83,0.98,-41.97,4.08,2.04,2.04,0.0,13.775510204081632,8.5
sparse_success_only_gamma1,no_slip,False,0.2,78,1.0,27,1.0,15.12,1.0,-0.33,0.69,0.3,0.39,0.0,7.43,7.69
sparse_success_only_gamma1,no_slip,False,0.2,79,1.0,44,1.0,14.49,1.0,3.18,0.37,0.13,0.24,0.0,6.49,8.0
sparse_success_only_gamma1,no_slip,False,0.2,80,1.0,14,1.0,14.2,1.0,2.66,0.46,0.26,0.2,0.0,6.37,7.83
sparse_success_only_gamma1,no_slip,False,0.2,86,1.0,22,1.0,14.31,1.0,3.9,0.31,0.12,0.19,0.0,6.47,7.84
sparse_success_only_gamma1,no_slip,False,0.2,82,1.0,22,1.0,14.58,1.0,3.27,0.35,0.15,0.2,0.0,6.76,7.82
sparse_success_only_gamma1,no_slip,False,0.2,84,1.0,14,1.0,15.89,1.0,0.43,0.52,0.25,0.27,0.0,7.31,8.58
sparse_success_only_gamma1,no_slip,False,0.2,85,1.0,4,1.0,15.34,1.0,1.61,0.45,0.21,0.24,0.0,6.99,8.35
sparse_success_only_gamma1,no_slip,False,0.2,81,1.0,24,1.0,15.17,1.0,1.06,0.53,0.27,0.26,0.0,7.41,7.76
sparse_success_only_gamma1,no_slip,False,0.2,88,1.0,2,1.0,14.08,1.0,3.68,0.36,0.16,0.2,0.0,6.14,7.94
sparse_success_only_gamma1,no_slip,False,0.2,83,1.0,9,1.0,15.29,1.0,1.21,0.5,0.25,0.25,0.0,7.04,8.25
sparse_success_only_gamma1,no_slip,False,0.2,89,1.0,28,1.0,15.12,1.0,1.47,0.49,0.27,0.22,0.0,6.83,8.29
sparse_success_only_gamma1,no_slip,False,0.2,90,1.0,7,1.0,14.65,1.0,3.47,0.32,0.14,0.18,0.0,6.49,8.16
sparse_success_only_gamma1,no_slip,False,0.2,91,1.0,9,1.0,14.28,1.0,4.29,0.27,0.17,0.1,0.0,6.27,8.01
sparse_success_only_gamma1,no_slip,False,0.2,87,1.0,3,1.0,15.43,1.0,-0.82,0.71,0.32,0.39,0.0,7.56,7.87
sparse_success_only_gamma1,no_slip,False,0.2,92,1.0,24,1.0,14.13,1.0,4.17,0.3,0.12,0.18,0.0,6.31,7.82
sparse_success_only_gamma1,no_slip,False,0.2,93,1.0,24,1.0,16.02,1.0,-2.4,0.82,0.48,0.34,0.0,7.86,8.16
sparse_success_only_gamma1,no_slip,False,0.2,94,1.0,25,1.0,16.21,1.0,-2.23,0.78,0.39,0.39,0.0,7.65,8.56
sparse_success_only_gamma1,no_slip,False,0.2,97,1.0,16,1.0,15.06,1.0,1.17,0.53,0.28,0.25,0.0,6.84,8.22
sparse_success_only_gamma1,no_slip,False,0.2,95,1.0,18,1.0,14.81,1.0,0.88,0.59,0.27,0.32,0.0,7.12,7.69
sparse_success_only_gamma1,no_slip,False,0.2,96,1.0,7,0.99,24.98,0.99,-41.45,4.14,2.2,1.94,0.0,15.070707070707071,8.141414141414142
sparse_success_only_gamma1,no_slip,False,0.2,98,1.0,39,1.0,15.44,1.0,0.52,0.56,0.29,0.27,0.0,7.21,8.23
sparse_success_only_gamma1,no_slip,False,0.2,99,1.0,0,1.0,15.38,1.0,-0.05,0.63,0.25,0.38,0.0,7.26,8.12
sparse_success_only_gamma1,slip,True,0.2,0,1.0,10,0.96,29.66,0.96,-38.93,3.27,1.61,1.66,4.71,11.3125,11.25
sparse_success_only_gamma1,slip,True,0.2,1,1.0,5,1.0,22.98,1.0,-7.2,0.58,0.3,0.28,3.95,10.76,12.22
sparse_success_only_gamma1,slip,True,0.2,3,1.0,3,1.0,21.92,1.0,-3.89,0.33,0.12,0.21,4.01,10.56,11.36
sparse_success_only_gamma1,slip,True,0.2,2,1.0,118,0.98,29.26,0.98,-19.21,1.17,0.65,0.52,4.95,13.581632653061224,12.193877551020408
sparse_success_only_gamma1,slip,True,0.2,4,1.0,7,1.0,21.21,1.0,-3.9,0.41,0.22,0.19,3.52,10.89,10.32
sparse_success_only_gamma1,slip,True,0.2,7,1.0,4,1.0,19.5,1.0,-0.66,0.24,0.13,0.11,3.47,8.77,10.73
sparse_success_only_gamma1,slip,True,0.2,8,1.0,15,0.98,27.08,0.98,-12.71,0.69,0.31,0.38,5.1,11.061224489795919,12.489795918367347
sparse_success_only_gamma1,slip,True,0.2,6,1.0,7,0.99,24.81,0.99,-12.84,0.98,0.47,0.51,4.51,12.83,12.030303030303031
sparse_success_only_gamma1,slip,True,0.2,9,1.0,2,0.99,22.96,0.99,-6.13,0.44,0.22,0.22,4.05,9.616161616161616,11.555555555555555
sparse_success_only_gamma1,slip,True,0.2,5,1.0,46,0.99,34.56,0.99,-24.66,1.21,0.73,0.48,6.2,17.717171717171716,15.171717171717171
sparse_success_only_gamma1,slip,True,0.2,10,1.0,10,1.0,22.68,1.0,-6.36,0.52,0.2,0.32,3.8,11.87,10.81
sparse_success_only_gamma1,slip,True,0.2,12,1.0,3,1.0,22.06,1.0,-4.66,0.4,0.22,0.18,3.91,11.04,11.02
sparse_success_only_gamma1,slip,True,0.2,11,1.0,18,1.0,22.58,1.0,-5.18,0.4,0.18,0.22,4.23,11.6,10.98
sparse_success_only_gamma1,slip,True,0.2,13,1.0,4,1.0,21.2,1.0,-3.53,0.37,0.17,0.2,3.75,10.18,11.02
sparse_success_only_gamma1,slip,True,0.2,14,1.0,38,1.0,21.05,1.0,-5.54,0.61,0.27,0.34,3.38,10.7,10.35
sparse_success_only_gamma1,slip,True,0.2,16,1.0,11,1.0,21.86,1.0,-4.82,0.44,0.24,0.2,3.85,10.75,11.11
sparse_success_only_gamma1,slip,True,0.2,15,1.0,2,1.0,23.85,1.0,-6.09,0.36,0.17,0.19,4.15,13.0,10.85
sparse_success_only_gamma1,slip,True,0.2,18,1.0,57,1.0,21.31,1.0,-2.65,0.26,0.11,0.15,3.86,10.91,10.4
sparse_success_only_gamma1,slip,True,0.2,19,1.0,13,1.0,21.05,1.0,-3.92,0.43,0.2,0.23,3.7,9.57,11.48
sparse_success_only_gamma1,slip,True,0.2,20,1.0,17,1.0,24.29,1.0,-7.25,0.44,0.25,0.19,4.73,13.01,11.28
sparse_success_only_gamma1,slip,True,0.2,17,1.0,8,1.0,24.52,1.0,-14.23,1.19,0.55,0.64,4.44,12.84,11.68
sparse_success_only_gamma1,slip,True,0.2,23,1.0,61,1.0,25.86,1.0,-9.36,0.5,0.28,0.22,4.82,11.92,13.94
sparse_success_only_gamma1,slip,True,0.2,22,1.0,12,1.0,21.33,1.0,-5.1,0.53,0.28,0.25,3.66,10.98,10.35
sparse_success_only_gamma1,slip,True,0.2,24,1.0,65,1.0,20.68,1.0,-2.74,0.34,0.17,0.17,3.62,9.57,11.11
sparse_success_only_gamma1,slip,True,0.2,21,1.0,15,1.0,24.58,1.0,-12.67,1.01,0.48,0.53,4.39,13.13,11.45
sparse_success_only_gamma1,slip,True,0.2,25,1.0,0,1.0,20.67,1.0,-3.54,0.43,0.23,0.2,3.3,10.08,10.59
sparse_success_only_gamma1,slip,True,0.2,26,1.0,1,1.0,22.26,1.0,-4.68,0.38,0.23,0.15,3.98,11.24,11.02
sparse_success_only_gamma1,slip,True,0.2,27,1.0,7,1.0,22.05,1.0,-6.27,0.58,0.25,0.33,3.81,10.59,11.46
sparse_success_only_gamma1,slip,True,0.2,28,1.0,14,1.0,25.12,1.0,-9.43,0.59,0.28,0.31,4.26,11.72,13.4
sparse_success_only_gamma1,slip,True,0.2,29,1.0,14,1.0,19.91,1.0,-1.7,0.31,0.17,0.14,3.38,8.76,11.15
sparse_success_only_gamma1,slip,True,0.2,30,1.0,7,1.0,19.4,1.0,-1.19,0.31,0.16,0.15,3.52,8.08,11.32
sparse_success_only_gamma1,slip,True,0.2,31,1.0,1,1.0,22.87,1.0,-5.74,0.43,0.21,0.22,3.91,11.33,11.54
sparse_success_only_gamma1,slip,True,0.2,35,1.0,8,1.0,25.54,1.0,-9.49,0.55,0.3,0.25,4.85,13.22,12.32
sparse_success_only_gamma1,slip,True,0.2,34,1.0,10,1.0,22.48,1.0,-3.64,0.24,0.14,0.1,4.03,11.61,10.87
sparse_success_only_gamma1,slip,True,0.2,33,1.0,11,1.0,26.6,1.0,-9.47,0.43,0.22,0.21,4.77,15.0,11.6
sparse_success_only_gamma1,slip,True,0.2,32,1.0,30,1.0,27.51,1.0,-11.55,0.56,0.29,0.27,4.94,13.75,13.76
sparse_success_only_gamma1,slip,True,0.2,36,1.0,3,1.0,21.1,1.0,-3.61,0.39,0.22,0.17,3.84,9.92,11.18
sparse_success_only_gamma1,slip,True,0.2,37,1.0,8,1.0,20.27,1.0,-1.79,0.28,0.17,0.11,3.54,9.86,10.41
sparse_success_only_gamma1,slip,True,0.2,38,1.0,47,1.0,30.19,1.0,-22.24,1.45,0.76,0.69,5.48,17.53,12.66
sparse_success_only_gamma1,slip,True,0.2,40,1.0,47,1.0,20.95,1.0,-2.92,0.33,0.21,0.12,3.72,9.59,11.36
sparse_success_only_gamma1,slip,True,0.2,39,1.0,42,1.0,26.9,1.0,-13.19,0.81,0.42,0.39,4.67,11.95,14.95
sparse_success_only_gamma1,slip,True,0.2,41,1.0,5,1.0,21.15,1.0,-2.58,0.27,0.1,0.17,4.09,10.2,10.95
sparse_success_only_gamma1,slip,True,0.2,43,1.0,13,1.0,21.46,1.0,-2.8,0.26,0.15,0.11,3.85,10.81,10.65
sparse_success_only_gamma1,slip,True,0.2,44,1.0,10,1.0,21.73,1.0,-4.06,0.37,0.13,0.24,4.0,10.67,11.06
sparse_success_only_gamma1,slip,True,0.2,47,1.0,15,1.0,19.37,1.0,-0.71,0.26,0.18,0.08,3.46,8.08,11.29
sparse_success_only_gamma1,slip,True,0.2,42,1.0,30,1.0,22.0,1.0,-4.69,0.41,0.2,0.21,3.68,11.22,10.78
sparse_success_only_gamma1,slip,True,0.2,46,1.0,51,1.0,22.95,1.0,-4.74,0.31,0.15,0.16,3.76,12.67,10.28
sparse_success_only_gamma1,slip,True,0.2,45,1.0,6,1.0,23.15,1.0,-8.09,0.66,0.29,0.37,4.03,11.25,11.9
sparse_success_only_gamma1,slip,True,0.2,48,1.0,17,1.0,19.56,1.0,-0.27,0.19,0.07,0.12,3.54,8.61,10.95
sparse_success_only_gamma1,slip,True,0.2,49,1.0,24,1.0,21.78,1.0,-4.47,0.41,0.23,0.18,3.82,10.57,11.21
sparse_success_only_gamma1,slip,True,0.2,50,1.0,43,1.0,20.44,1.0,-2.23,0.31,0.16,0.15,3.53,10.1,10.34
sparse_success_only_gamma1,slip,True,0.2,52,1.0,28,1.0,21.05,1.0,-4.1,0.45,0.19,0.26,3.42,10.44,10.61
sparse_success_only_gamma1,slip,True,0.2,54,1.0,16,1.0,20.64,1.0,-2.34,0.3,0.13,0.17,3.49,9.74,10.9
sparse_success_only_gamma1,slip,True,0.2,57,1.0,27,1.0,23.75,1.0,-6.35,0.4,0.21,0.19,4.58,12.25,11.5
sparse_success_only_gamma1,slip,True,0.2,51,1.0,78,1.0,24.16,1.0,-7.93,0.53,0.32,0.21,4.47,12.52,11.64
sparse_success_only_gamma1,slip,True,0.2,53,1.0,6,1.0,24.0,1.0,-6.78,0.42,0.2,0.22,4.2,9.67,14.33
sparse_success_only_gamma1,slip,True,0.2,55,1.0,15,1.0,22.03,1.0,-5.35,0.48,0.25,0.23,3.92,10.82,11.21
sparse_success_only_gamma1,slip,True,0.2,58,1.0,1,1.0,23.07,1.0,-6.39,0.48,0.25,0.23,4.25,11.24,11.83
sparse_success_only_gamma1,slip,True,0.2,56,1.0,22,0.99,31.28,0.99,-20.3,1.09,0.57,0.52,5.59,17.555555555555557,12.02020202020202
sparse_success_only_gamma1,slip,True,0.2,59,1.0,38,1.0,24.84,1.0,-11.31,0.83,0.42,0.41,4.31,13.01,11.83
sparse_success_only_gamma1,slip,True,0.2,61,1.0,12,1.0,25.09,1.0,-7.6,0.39,0.18,0.21,4.69,13.59,11.5
sparse_success_only_gamma1,slip,True,0.2,62,1.0,18,1.0,20.87,1.0,-3.11,0.36,0.23,0.13,3.84,9.17,11.7
sparse_success_only_gamma1,slip,True,0.2,60,1.0,3,0.99,34.11,0.99,-35.01,2.41,1.25,1.16,5.99,16.06,18.181818181818183
sparse_success_only_gamma1,slip,True,0.2,64,1.0,4,1.0,23.0,1.0,-4.34,0.26,0.1,0.16,4.3,12.06,10.94
sparse_success_only_gamma1,slip,True,0.2,63,1.0,5,1.0,24.55,1.0,-8.23,0.52,0.28,0.24,4.26,14.17,10.38
sparse_success_only_gamma1,slip,True,0.2,65,1.0,26,1.0,28.35,1.0,-13.92,0.73,0.34,0.39,5.47,11.46,16.89
sparse_success_only_gamma1,slip,True,0.2,67,1.0,91,1.0,20.64,1.0,-3.69,0.45,0.24,0.21,3.55,9.63,11.01
sparse_success_only_gamma1,slip,True,0.2,66,1.0,10,0.99,34.81,0.99,-27.07,1.45,0.66,0.79,6.28,14.16,19.98989898989899
sparse_success_only_gamma1,slip,True,0.2,68,1.0,11,0.98,29.55,0.98,-37.77,3.2,1.68,1.52,4.83,14.346938775510203,11.724489795918368
sparse_success_only_gamma1,slip,True,0.2,70,1.0,2,1.0,27.93,1.0,-11.61,0.52,0.3,0.22,5.07,16.59,11.34
sparse_success_only_gamma1,slip,True,0.2,71,1.0,6,1.0,21.88,1.0,-4.39,0.39,0.19,0.2,3.73,10.48,11.4
sparse_success_only_gamma1,slip,True,0.2,69,1.0,19,0.97,31.25,0.97,-24.2,1.48,0.65,0.83,5.58,14.958762886597938,11.072164948453608
sparse_success_only_gamma1,slip,True,0.2,75,1.0,13,1.0,20.87,1.0,-2.93,0.34,0.19,0.15,3.68,9.92,10.95
sparse_success_only_gamma1,slip,True,0.2,74,1.0,7,1.0,23.32,1.0,-5.47,0.35,0.23,0.12,4.27,12.24,11.08
sparse_success_only_gamma1,slip,True,0.2,76,1.0,41,1.0,21.69,1.0,-3.48,0.31,0.15,0.16,4.13,9.05,12.64
sparse_success_only_gamma1,slip,True,0.2,72,1.0,83,1.0,25.8,1.0,-12.72,0.88,0.46,0.42,4.64,13.99,11.81
sparse_success_only_gamma1,slip,True,0.2,77,1.0,25,1.0,21.61,1.0,-7.45,0.76,0.42,0.34,3.76,11.1,10.51
sparse_success_only_gamma1,slip,True,0.2,73,1.0,37,0.99,31.86,0.99,-26.82,1.75,0.79,0.96,5.32,18.151515151515152,12.01010101010101
sparse_success_only_gamma1,slip,True,0.2,78,1.0,4,0.97,32.41,0.97,-48.04,4.0,1.92,2.08,5.17,16.690721649484537,10.536082474226804
sparse_success_only_gamma1,slip,True,0.2,80,1.0,13,1.0,21.81,1.0,-4.5,0.41,0.26,0.15,3.54,11.35,10.46
sparse_success_only_gamma1,slip,True,0.2,81,1.0,27,1.0,23.86,1.0,-6.46,0.4,0.19,0.21,4.13,13.17,10.69
sparse_success_only_gamma1,slip,True,0.2,82,1.0,6,1.0,22.23,1.0,-4.74,0.39,0.24,0.15,4.18,10.85,11.38
sparse_success_only_gamma1,slip,True,0.2,79,1.0,18,1.0,21.58,1.0,-5.44,0.54,0.19,0.35,3.88,10.42,11.16
sparse_success_only_gamma1,slip,True,0.2,83,1.0,7,1.0,20.38,1.0,-2.26,0.32,0.12,0.2,3.62,9.25,11.13
sparse_success_only_gamma1,slip,True,0.2,85,1.0,0,1.0,24.8,1.0,-8.03,0.47,0.18,0.29,4.7,13.66,11.14
sparse_success_only_gamma1,slip,True,0.2,84,1.0,1,1.0,24.3,1.0,-8.43,0.57,0.32,0.25,4.58,11.93,12.37
sparse_success_only_gamma1,slip,True,0.2,86,1.0,22,1.0,22.66,1.0,-9.13,0.83,0.41,0.42,3.82,11.25,11.41
sparse_success_only_gamma1,slip,True,0.2,87,1.0,0,1.0,20.34,1.0,-5.28,0.66,0.3,0.36,3.55,9.09,11.25
sparse_success_only_gamma1,slip,True,0.2,88,1.0,8,1.0,25.87,1.0,-19.9,1.67,0.86,0.81,4.57,14.02,11.85
sparse_success_only_gamma1,slip,True,0.2,90,1.0,10,1.0,20.82,1.0,-2.16,0.26,0.18,0.08,3.85,9.66,11.16
sparse_success_only_gamma1,slip,True,0.2,92,1.0,0,1.0,19.86,1.0,-2.37,0.39,0.15,0.24,3.51,8.79,11.07
sparse_success_only_gamma1,slip,True,0.2,89,1.0,8,0.99,26.29,0.99,-14.68,1.02,0.51,0.51,4.52,15.1,11.282828282828282
sparse_success_only_gamma1,slip,True,0.2,91,1.0,22,1.0,20.31,1.0,-2.55,0.36,0.2,0.16,3.48,9.55,10.76
sparse_success_only_gamma1,slip,True,0.2,94,1.0,6,1.0,23.81,1.0,-6.68,0.43,0.21,0.22,4.34,12.66,11.15
sparse_success_only_gamma1,slip,True,0.2,93,1.0,3,1.0,30.1,1.0,-22.96,1.54,0.8,0.74,5.36,18.2,11.9
sparse_success_only_gamma1,slip,True,0.2,95,1.0,15,1.0,24.25,1.0,-7.57,0.48,0.26,0.22,4.15,12.63,11.62
sparse_success_only_gamma1,slip,True,0.2,97,1.0,1,1.0,23.22,1.0,-5.01,0.31,0.16,0.15,4.16,11.67,11.55
sparse_success_only_gamma1,slip,True,0.2,96,1.0,29,0.99,28.23,0.99,-16.62,1.02,0.58,0.44,4.93,17.25,11.080808080808081
sparse_success_only_gamma1,slip,True,0.2,98,1.0,34,1.0,22.38,1.0,-4.89,0.39,0.15,0.24,4.2,10.68,11.7
sparse_success_only_gamma1,slip,True,0.2,99,1.0,0,1.0,22.95,1.0,-6.0,0.45,0.26,0.19,4.0,8.95,14.0
